timestamp,midprice_w,spread,mid_price,imbalance_ask,imbalance_bid,trade_imbalance_1000ms,past_returns_5000ms,log_return,auto_corr1lag,realized_volatility,real_kernel_H3
1700251145100,1938.4996705411504,0.009999999999990905,1938.495,1.7781733233634966,-1.1102230246251565e-11,0,0.0,0.0,0.0,0.0,0.0
1700251145201,1938.493590701161,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,0,0.0,0.0,0.0,0.0,0.0
1700251145301,1938.4924779123323,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,2,0.0,0.0,0.0,0.0,0.0
1700251145401,1938.4922489000135,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,2,0.0,0.0,0.0,0.0,0.0
1700251145501,1938.491860191418,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,2,0.0,0.0,0.0,0.0,0.0
1700251145601,1938.491445820368,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,2,0.0,0.0,0.0,0.0,0.0
1700251145701,1938.491445820368,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,2,0.0,0.0,0.0,0.0,0.0
1700251145801,1938.4909953247695,0.009999999999990905,1938.495,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
1700251145901,1938.4909847259848,0.009999999999990905,1938.495,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
1700251146001,1938.4909055202831,0.009999999999990905,1938.495,0.0,2.220446049250313e-11,2,0.0,0.0,0.0,0.0,0.0
1700251146101,1938.4909055202831,0.009999999999990905,1938.495,-1.1102230246251565e-11,0.0,2,0.0,0.0,0.0,0.0,0.0
1700251146201,1938.4909055202831,0.009999999999990905,1938.495,-1.1102230246251565e-11,0.0,2,0.0,0.0,0.0,0.0,0.0
1700251146301,1938.4910752730252,0.009999999999990905,1938.495,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
1700251146401,1938.4909832707772,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251146501,1938.491548885742,0.009999999999990905,1938.495,0.0,2.220446049250313e-11,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251146601,1938.4915682458056,0.009999999999990905,1938.495,2.220446049250313e-11,2.220446049250313e-11,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251146701,1938.4915682458056,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251146801,1938.4915682458056,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251146901,1938.4915682458056,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251147001,1938.4915682458056,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251147101,1938.4915682458056,0.009999999999990905,1938.495,0.0,0.0,-1,0.5158654416526076,5.158641110725171e-6,0.0,5.158641110725171e-6,0.0
1700251147202,1938.4920602565937,0.009999999999990905,1938.495,0.0,0.0,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147302,1938.4920627303209,0.009999999999990905,1938.495,0.0,0.0,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147402,1938.4920612088204,0.009999999999990905,1938.495,0.0,0.0,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147502,1938.4917162389868,0.009999999999990905,1938.495,0.0,0.0,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147602,1938.4917162389868,0.009999999999990905,1938.495,0.0,0.0,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147702,1938.4915578358211,0.009999999999990905,1938.495,2.220446049250313e-11,2.220446049250313e-11,-2,0.5158654416304032,0.0,0.0,5.158641110725171e-6,0.0
1700251147802,1938.4915578358211,0.009999999999990905,1938.495,2.220446049250313e-11,2.220446049250313e-11,0,0.4150448341455615,-5.158641110725171e-6,0.0,7.2954202222029435e-6,0.0
1700251147902,1938.4915568195497,0.009999999999990905,1938.495,0.0,-1.1102230246251565e-11,0,0.4150448341455615,-5.158641110725171e-6,0.0,7.2954202222029435e-6,0.0
1700251148002,1938.4915568195497,0.009999999999990905,1938.495,0.0,0.0,0,0.4150448341455615,-5.158641110725171e-6,0.0,7.2954202222029435e-6,0.0
1700251148102,1938.4915568195497,0.009999999999990905,1938.495,0.0,0.0,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148202,1938.49231486414,0.009999999999990905,1938.495,2.220446049250313e-11,2.220446049250313e-11,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148302,1938.492469952384,0.009999999999990905,1938.495,0.0,0.0,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148402,1938.4924235728222,0.009999999999990905,1938.495,0.0,0.0,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148502,1938.4924235728222,0.009999999999990905,1938.495,2.220446049250313e-11,0.0,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148602,1938.4921194043034,0.009999999999990905,1938.495,0.0,0.0,-1,0.50515543246199,5.158641110725171e-6,0.0,8.935028501789541e-6,0.0
1700251148702,1938.4922213290251,0.009999999999990905,1938.495,0.0,0.0,-1,0.504376233578796,0.0,0.0,8.935028501789541e-6,0.0
1700251148802,1938.4921740616608,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251148902,1938.4917863930764,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149002,1938.4917863930764,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149102,1938.49178413899,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149202,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149303,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149403,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149503,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149603,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149703,1938.4915475473929,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149803,1938.491121309539,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251149903,1938.4910762969648,0.009999999999990905,1938.495,0.0,0.0,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150003,1938.4910762969648,0.009999999999990905,1938.495,0.0,2.220446049250313e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150103,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150203,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150303,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150403,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150503,1938.4904797064075,0.009999999999990905,1938.495,0.0,2.220446049250313e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150603,1938.4904797064075,0.009999999999990905,1938.495,0.0,2.220446049250313e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150703,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150803,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251150903,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251151003,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,0,0.051745670925917864,-5.158641110725171e-6,0.0,0.000010317282221450341,0.0
1700251151103,1938.4904797064075,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,1,-0.5158627805035287,0.0,0.0,0.000010317282221450341,0.0
1700251151204,1938.490478657738,0.009999999999990905,1938.495,0.0,0.0,1,-0.5158627805035287,0.0,0.0,0.000010317282221450341,0.0
1700251151304,1938.4905485090176,0.009999999999990905,1938.495,-1.1102230246251565e-11,-1.1102230246251565e-11,1,-0.5158627805035287,0.0,0.0,0.000010317282221450341,0.0
1700251151404,1938.4913549199136,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,1,-0.5158627805035287,0.0,0.0,0.000010317282221450341,0.0
1700251151504,1938.4913596768633,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,1,-0.5158627805035287,0.0,0.0,0.000010317282221450341,0.0
1700251151604,1938.4913596768633,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,7,-0.5158627804813243,0.0,0.0,0.000010317282221450341,0.0
1700251151704,1938.4908636311754,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,7,-0.5158627804813243,0.0,0.0,0.000010317282221450341,0.0
1700251151804,1938.4904020724168,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,7,-0.5158627804813243,0.0,0.0,0.000010317282221450341,0.0
1700251151904,1938.4904020724168,0.009999999999990905,1938.495,2.220446049250313e-11,-1.1102230246251565e-11,16,-1.1794438296575116,0.0,0.0,0.000020634950324899895,0.0
1700251152004,1938.4089285714285,0.009999999999990905,1938.4050000000002,0.5151040188389189,6.307222463619588,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152104,1938.3118062478572,0.009999999999990905,1938.315,0.0,0.18798284278087607,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152204,1938.3115579918326,0.009999999999990905,1938.315,0.0,2.220446049250313e-11,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152304,1938.3115578446514,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152404,1938.311380531034,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152504,1938.3115972049395,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152604,1938.3115972049395,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152704,1938.3115972049395,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152804,1938.3115972049395,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251152904,1938.3115925129032,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251153004,1938.3115925129032,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251153104,1938.3115629158633,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251153204,1938.3115629158633,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251153304,1938.3115629158633,0.009999999999990905,1938.315,0.0,0.0,29,-2.4632967435156417,0.0,0.0,0.00002918298878410309,0.0
1700251153404,1938.3115629158633,0.009999999999990905,1938.315,0.0,0.0,1,-9.789904805490579,0.0,0.0,0.00002918298878410309,0.0
1700251153504,1938.31140314225,0.009999999999990905,1938.315,0.0,0.0,1,-9.789904805490579,0.0,0.0,0.00002918298878410309,0.0
1700251153604,1938.31140314225,0.009999999999990905,1938.315,0.0,0.0,1,-9.789904805490579,0.0,0.0,0.00002918298878410309,0.0
1700251153705,1938.31140314225,0.009999999999990905,1938.315,0.0,0.0,15,-11.105609308659226,-5.159412961752707e-6,0.0,0.00003611305418064676,0.0
1700251153805,1938.1900201431201,0.009999999999990905,1938.1950000000002,0.0,4.527930812625591,15,-11.105609308659226,-5.159412961752707e-6,0.0,0.00003611305418064676,0.0
1700251153905,1938.1900020285132,0.009999999999990905,1938.1950000000002,0.0,7.285337659301838,15,-11.105609308659226,-5.159412961752707e-6,0.0,0.00003611305418064676,0.0
1700251154005,1938.190001889736,0.009999999999990905,1938.1950000000002,0.0,6.623345777279077,15,-11.105609308659226,-5.159412961752707e-6,0.0,0.00003611305418064676,0.0
1700251154105,1938.1900015534748,0.009999999999990905,1938.1950000000002,0.0,7.00553243360158,28,-16.593818801491356,0.0,0.0,0.00004497711978044707,0.0
1700251154205,1938.050157015742,0.009999999999990905,1938.0549999999998,-1.1102230246251565e-11,0.0,28,-16.593818801491356,0.0,0.0,0.00004497711978044707,0.0
1700251154305,1938.0502053493647,0.009999999999990905,1938.0549999999998,0.0,1.6933335968305485,28,-16.593818801491356,0.0,0.0,0.00004497711978044707,0.0
1700251154405,1938.0503145102703,0.009999999999990905,1938.0549999999998,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251154505,1938.1917714426586,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251154605,1938.1930087151266,0.009999999999990905,1938.1950000000002,2.220446049250313e-11,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251154705,1938.1936655078184,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251154805,1938.1939945250606,0.009999999999990905,1938.1950000000002,-1.1102230246251565e-11,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251154905,1938.193995112576,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251155005,1938.193784188249,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251155105,1938.193784188249,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251155205,1938.193784188249,0.009999999999990905,1938.1950000000002,0.0,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251155305,1938.193784188249,0.009999999999990905,1938.1950000000002,2.220446049250313e-11,0.0,4,-20.543081096568994,-5.159439582236303e-6,0.0,0.00005604523760647512,0.0
1700251155405,1938.193785556255,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251155505,1938.1937873110544,0.009999999999990905,1938.1950000000002,0.0,-1.1102230246251565e-11,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251155605,1938.193294887241,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251155706,1938.193294887241,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251155806,1938.193294887241,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251155906,1938.193294887241,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-14.960097808081052,5.159439582236303e-6,0.399378440370687,0.000056282221661631305,4.91672091874505e-9
1700251156006,1938.1933050781752,0.009999999999990905,1938.1950000000002,0.0,0.0,-2,-14.96009780806995,0.0,0.3999335395067628,0.000056282221661631305,4.91672091874505e-9
1700251156106,1938.1932950256596,0.009999999999990905,1938.1950000000002,0.0,0.0,-2,-14.96009780806995,0.0,0.3999335395067628,0.000056282221661631305,4.91672091874505e-9
1700251156206,1938.1932950256596,0.009999999999990905,1938.1950000000002,0.0,0.0,-2,-14.96009780806995,0.0,0.3999335395067628,0.000056282221661631305,4.91672091874505e-9
1700251156306,1938.1932950256596,0.009999999999990905,1938.1950000000002,0.0,0.0,-2,-14.96009780806995,0.0,0.3999335395067628,0.000056282221661631305,4.91672091874505e-9
1700251156406,1938.1927865698192,0.009999999999990905,1938.1950000000002,0.0,0.0,-3,-14.960097808047745,0.0,0.40047983624860867,0.000056282221661631305,4.91672091874505e-9
1700251156506,1938.1925709839938,0.009999999999990905,1938.1950000000002,0.0,0.0,-3,-14.960097808047745,0.0,0.40047983624860867,0.000056282221661631305,4.91672091874505e-9
1700251156606,1938.1925709839938,0.009999999999990905,1938.1950000000002,0.0,0.0,-3,-14.960097808047745,0.0,0.40047983624860867,0.000056282221661631305,4.91672091874505e-9
1700251156706,1938.192188893959,0.009999999999990905,1938.1950000000002,0.0,0.0,-3,-14.960097808047745,0.0,0.40047983624860867,0.000056282221661631305,4.91672091874505e-9
1700251156806,1938.1919511670587,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-15.471837194847016,-5.159439582236303e-6,0.396945494351461,0.00005651821203799486,4.92067161345472e-9
1700251156906,1938.1918104776726,0.009999999999990905,1938.1950000000002,-1.1102230246251565e-11,0.0,-1,-15.471837194847016,-5.159439582236303e-6,0.396945494351461,0.00005651821203799486,4.92067161345472e-9
1700251157006,1938.1918104776726,0.009999999999990905,1938.1950000000002,-1.1102230246251565e-11,0.0,-1,-15.471837194847016,-5.159439582236303e-6,0.396945494351461,0.00005651821203799486,4.92067161345472e-9
1700251157106,1938.1918104776726,0.009999999999990905,1938.1950000000002,-1.1102230246251565e-11,0.0,-1,-15.471837194847016,-5.159439582236303e-6,0.396945494351461,0.00005651821203799486,4.92067161345472e-9
1700251157206,1938.1921535465735,0.009999999999990905,1938.1950000000002,0.0,0.0,-1,-15.471837194847016,-5.159439582236303e-6,0.396945494351461,0.00005651821203799486,4.92067161345472e-9
